Award Date,Quarter and Fiscal Year,Commodity Category,Contract Description,WBG Organization,Selection Number,Supplier,Supplier Country,Supplier Country Code,Contract Award Amount,Fund Source,VPU description
03/09/2016 12:00:00 AM,Q3 - FY16,CONSULTING,IMPACT EVALUATION OF ENGAGING MEN THROUGH ACCOUNTABLE PRACTICE (EMAP) - IRC,IBRD,1200035,International Rescue Committee,Kenya,KE,470277.00,Trust Fund,Africa Regional Office
01/14/2016 12:00:00 AM,Q3 - FY16,CONSULTING,An Impact Evaluation of the Uganda Multi-Sectoral Food Security and Nutrition Project (UMFSNP),IBRD,1190433,"Imperial College of Science,",United Kingdom,GB,364020.00,Trust Fund,Africa Regional Office
02/26/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Zambezi Hydropower Sustainability Protocol,IBRD,1207944,IHA Sustainability Ltd,United Kingdom,GB,889259.00,Trust Fund,"VP,SD Practice Group"
03/18/2016 12:00:00 AM,Q3 - FY16,CONSULTING,"SOMALIA URBAN INVESTMENT PLANNING PROJECT TERMS OF REFERENCE FEASIBILITY STUDIES AND PRELIMINARY ENGINEERING DESIGNS - for - CIVIL WORKS IN MOGADISHU, HARGEISA and GAROWE",IBRD,1202676,UNOPS - United Nations Office of,USA,US,2284347.00,Trust Fund,"VP,SD Practice Group"
03/01/2016 12:00:00 AM,Q3 - FY16,CONSULTING,NORTH EASTERN REGION POWER SECTOR IMPROVEMENT PROJECT Assignment Title: Impact of Transmission and Distribution projects on Access to Electricity,IBRD,1197829,Deloitte Touche Tohmatsu India LLP,India,IN,328708.00,Trust Fund,South Asia Regional Office
03/29/2016 12:00:00 AM,Q3 - FY16,CONSULTING,BRT Line 1 (Ndovu Line): Feasibility Study and Business Plan Preparation,IBRD,1180590,Integrated Transport Planning Ltd.,United Kingdom,GB,397000.00,Trust Fund,"VP,SD Practice Group"
03/24/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Technical assistance to improve the quality monitoring of transport works in Nepal with the National Vigilance Centre (NVC),IBRD,1191382,IMC Worldwide Ltd,United Kingdom,GB,419982.35,Trust Fund,"VP,SD Practice Group"
03/04/2016 12:00:00 AM,Q3 - FY16,CONSULTING,TECHNICAL CONSULTANTS - KOSOVO POWER GENERATION PROJECT,IFC,1208200,RWE Technology International GmbH,Germany,DE,252950.00,Trust Fund,Global Client Services
02/17/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Kosova e Re Power Plant Project- Legal Consultant,IFC,1211690,Hunton and Williams,USA,US,1473000.00,Trust Fund,Global Client Services
01/05/2016 12:00:00 AM,Q3 - FY16,CONSULTING,OPEN DATA SUPPLY- AND DEMAND-SIDE WORKSHOPS,IBRD,1206887,The Open Data Institute,United Kingdom,GB,424456.00,Trust Fund,"VP,SD Practice Group"
01/06/2016 12:00:00 AM,Q3 - FY16,CONSULTING,CGAP: Increasing Access and Usage of Branchless Banking in Rural Areas in WAEMU,IBRD,1201796,Digital Disruptions,USA,US,387700.00,Trust Fund,"VP,EFI Practice Group"
03/22/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Sustainable Practices in Nouadhibou Fisheries Cluster,IFC,1210251,COFREPECHE,France,FR,273155.00,Trust Fund,"VP,EFI Practice Group"
03/17/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Technical and E&S Consultant - Dakar BRT,IFC,1209303,LOGIT ENGENHARIA CONSULTIVA LTDA,Brazil,BR,599335.00,Trust Fund,Global Client Services
02/18/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Malawi IHS4-Panel Subcomponent (Malawi NSO),IBRD,1212683,National Statistical Office of,Malawi,MW,493043.00,Trust Fund,Development Economics and Chief Economist
01/04/2016 12:00:00 AM,Q3 - FY16,CONSULTING,SUPPORT TO GOVERNMENT TO IMPLEMENT INCLUSIVE AND COMPREHENSIVE SCHOOL HEALTH PROGRAMS,IBRD,1176109,Sightsavers,USA,US,1120919.00,Trust Fund,"VP,EFI Practice Group"
03/01/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Standards & Labeling for Energy Efficient Industrial Motors in Egypt,IFC,1201817,"E3 International, LLC",USA,US,291464.00,Trust Fund,"VP,EFI Practice Group"
03/16/2016 12:00:00 AM,Q3 - FY16,CONSULTING,International Legal Consultant - Senegal Scaling Solar,IFC,1214345,Linklaters LLP,France,FR,855000.00,Trust Fund,Global Client Services
02/09/2016 12:00:00 AM,Q3 - FY16,TELECOMMUNICATIONS,8 MBPS ISP LINK - SOLOMON ISLAND,IBRD,16-0269,Solomon Telekom Company Ltd,Solomon Islands,SB,258753.60,WBG,WBG Information and Technology Solutions
01/01/2016 12:00:00 AM,Q3 - FY16,MEDICAL,PHARMACY BENEFIT ADMINISTRATION,IBRD,15-0011,SilverScript Insurance Company,USA,US,52000000.00,WBG,WBG Human Resources 
02/19/2016 12:00:00 AM,Q3 - FY16,CONSULTING,ITS Operations and Cost Analysis,IBRD,SS-16-0293,"Metis Strategy, LLC",USA,US,361950.00,WBG,WBG Information and Technology Solutions
01/01/2016 12:00:00 AM,Q3 - FY16,MEDICAL,MEDICAL BENEFITS PLAN ADMINISTRATION,IBRD,10-1466,Cigna International Health Services,USA,US,4400000.00,WBG,Compensation and Benefits 
03/21/2016 12:00:00 AM,Q3 - FY16,CONSULTING,GLOBAL PAYMENTS,IBRD,15-0258,Citibank Europe PLC,USA,US,10000000.00,WBG,Corporate Accounting & Reporting
03/21/2016 12:00:00 AM,Q3 - FY16,CONSULTING,TRUSTED AGENT TO SUPPORT THE SUPERVISION OF MONEY TRANSFER BUSINESSES IN SOMALIA PROJECT TO SUPPORT REMITTANCE FLOWS TO SOMALIA (SRFS),IBRD,1204022,Abyrint AS,USA,US,3116900.00,Trust Fund,"VP,EFI Practice Group"
03/18/2016 12:00:00 AM,Q3 - FY16,CONSULTING,"TECHNICAL AUDIT AND ECONOMIC ANALYSIS,  FOR KALAHI-CIDDS NATIONAL COMMUNITY-DRIVEN  DEVELOPMENT PROGRAM (KC-NCDDP)",IBRD,1200238,Pacific Rim Innovation and Manageme,Philippines,PH,306948.01,Trust Fund,East Asia & Pacific Regional Office
03/18/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Jordan Investment One Stop Shop (OSS) Development Phase II - Jordan Competitiveness and Investment Project (JCIP),IFC,1209314,RE-AKTIV DOO,Macedonia,MK,251450.00,Trust Fund,"VP,EFI Practice Group"
03/04/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Environmental & Social Consultant for Senegal solar IPP project,IFC,1190823,Golder Associates Ltd,Canada,CA,289950.00,Trust Fund,Global Client Services
03/16/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Technical consultant for Senegal solar IPP project,IFC,1181503,ILF Beratende Ingenieure Gmbh,Germany,DE,374185.00,Trust Fund,Global Client Services
02/17/2016 12:00:00 AM,Q3 - FY16,SOFTWARE,ONLINE BILLING SYSTEM IFC,IFC,10-0086,"LexisNexis, a division of RELX Inc",USA,US,1000000.00,WBG,WBG Information and Technology Solutions
03/22/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Financial Education through SACCOs program implementation,IBRD,1209919,Rwanda Institute of Cooperatives,Rwanda,RW,367761.32,Trust Fund,"VP,EFI Practice Group"
01/13/2016 12:00:00 AM,Q3 - FY16,SOFTWARE,SANCTIONS SCREENING SYSTEM REPLACEMENT,IBRD,15-0246,LexisNexis Risk Solutions GA Inc.,USA,US,,WBG,WBG Information and Technology Solutions
01/08/2016 12:00:00 AM,Q3 - FY16,PRINTING,GSDPM_PRINTING PAPERS,IBRD,16-0004,Veritiv Operating Co,USA,US,,WBG,General Services Department
01/08/2016 12:00:00 AM,Q3 - FY16,PRINTING,GSDPM_PRINTING PAPERS,IBRD,16-0004,"Central National-Gottesman, Inc",USA,US,,WBG,General Services Department
01/19/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Sounda Gorge Hydroelectric Project - Technical Consultant,IFC,1136265,AECOM Consultants Inc.,Canada,CA,,Trust Fund,Global Client Services
01/11/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Ghana MSME Investment and Gender IE baseline survey Firm contract,IBRD,1197915,Innovations for Poverty Action,USA,US,277305.00,Trust Fund,Africa Regional Office
01/20/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Establishment and Preparation of Business Plan for the Ghana Infrastructure Investment Fund (GIIF).,IBRD,1180534,Lion's Head Global Partners,United Kingdom,GB,385350.00,Trust Fund,"VP,EFI Practice Group"
03/08/2016 12:00:00 AM,Q3 - FY16,CONSULTING,"Institutional Assessments of Government Agencies in Mogadishu, Hargeisa and Garowe and of the Local Development Fund",IBRD,1164786,Crown Agents,United Kingdom,GB,615000.00,Trust Fund,"VP,SD Practice Group"
01/28/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Energy Efficiency Transformation in Chisinau District Heating (P157735),IBRD,1203275,SEURECA,France,FR,308091.98,Trust Fund,"VP,SD Practice Group"
03/11/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Development of a Local Disaster Recovery Framework Guide,IBRD,1208560,IMC Worldwide Ltd,United Kingdom,GB,313583.97,Trust Fund,WBG Climate Change VP
03/22/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Consultancy Service for Flood Risk Modeling and Pre-Feasibility Studies for Flood Risk Management in Mundeni Aru River Basin in Sri Lanka,IBRD,1204506,HaskoningDHV Nederland B.V.,Netherlands,NL,528466.00,Trust Fund,South Asia Regional Office
03/18/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Assessments of current human resource systems and targeted technical support,IBRD,1215059,Agriteam Canada Consulting Ltd.,Canada,CA,656768.00,Trust Fund,Africa Regional Office
02/03/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Expression of Interest for Consulting Services to work on the Assessment of Trade and Informal Usage of Mercury in Sub-Saharan Africa.,IBRD,1189801,COWI Consulting Engineers and Plann,Denmark,DK,459389.00,Trust Fund,"VP,SD Practice Group"
03/22/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Transmission for Power Evacuation from Solar Parks (P156974) GRID INTEGRATION STUDY AND CAPACITY BUILDING,IBRD,1214771,Alliance for Sustainable Energy LLC,USA,US,300000.00,#N/A,"VP,SD Practice Group"
01/12/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Let's Work Zambia - Strengthening Value Chains for Jobs,IBRD,1198305,"Global Development Solutions, LLC",USA,US,260469.00,Trust Fund,"VP,HD Practice Group"
03/02/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Leveraging investments in PPP-type projects in Senegal: Development of a Strategy and Business Plan for the Strategic Investment Fund of Senegal (FONSIS),IBRD,1206633,CPCS Transcom International Limited,Barbados,BB,334740.00,Trust Fund,"VP,EFI Practice Group"
02/24/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Strengthening Statistical Expertise in the Russian Federation Project,IBRD,1204348,Statistics Denmark,Denmark,DK,700000.00,WBG,Operations Policy & Country Services
01/12/2016 12:00:00 AM,Q3 - FY16,CONSULTING,FORESTS AND REDD+ HUMAN IMPACT STORIES AND VIDEOS,IBRD,1204058,Centro de Alianzas para el Desarrol,Spain,ES,299300.00,Trust Fund,"VP,SD Practice Group"
01/04/2016 12:00:00 AM,Q3 - FY16,AUDIO VISUAL,AUDIO VISUAL EQUIPMENT PURCHASE,IBRD,15-0506,B&H Foto & Electronics Corp.,USA,US,,WBG,General Services Department
03/01/2016 12:00:00 AM,Q3 - FY16,TELECOMMUNICATIONS,WBG CAMPUS PRIVATE DARK FIBER NETWORK,IBRD,16-0142,Lightower Fiber Networks,USA,US,,WBG,WBG Information and Technology Solutions
01/18/2016 12:00:00 AM,Q3 - FY16,MISCELLANEOUS SRVCS,VIETNAM IFC STAFF AUGMENTATION SERVICES,IBRD,16-0027,Faro Recruitment Vietnam JSC,USA,US,,WBG,East Asia & Pacific Regional Office
01/04/2016 12:00:00 AM,Q3 - FY16,AUDIO VISUAL,AUDIO VISUAL EQUIPMENT PURCHASE,IBRD,15-0506,Washington Professional System,USA,US,,WBG,General Services Department
01/08/2016 12:00:00 AM,Q3 - FY16,PRINTING,GSDPM_PRINTING PAPERS,IBRD,16-0004,Gould Paper Corporation,USA,US,,WBG,General Services Department
01/31/2016 12:00:00 AM,Q3 - FY16,CONSULTING,International Environmental and Social Advisory Consulting Firm for Environment and Social (E&S) aspects of InfraV and PPPs.,IFC,1196180,ERM,USA,US,,Trust Fund,Corporate Risk & Sustainability
02/22/2016 12:00:00 AM,Q3 - FY16,CONSULTING,Environ & Social Advisory ,IFC,1196180,GHD Pty Ltd,USA,US,,Trust Fund,Corporate Risk & Sustainability
02/23/2017 12:00:00 AM,Q3 - FY17,CONSULTING,South Sudan High Frequency Survey - Wave 4,IBRD,1234299,Forcier Consulting Ltd,South Sudan,SS,406250.00,Trust Fund ,"VP,EFI Practice Group"
01/01/2017 12:00:00 AM,Q3 - FY17,CONSULTING,IFC Non-Financial Annual Report Assurance Service,IFC1,17-0082,Ernst & Young et Associés,USA,US,,WBG,"Office of the EVP and CEO, IFC"
01/03/2017 12:00:00 AM,Q3 - FY17,SOFTWARE,Text Analytics Software ,IBRD,16-0328,MeaningCloud LLC,USA,US,,WBG,WBG Information and Technology Solutions
01/04/2017 12:00:00 AM,Q3 - FY17,CONSULTING,An Evidence-Based Analysis: Impact of Climate Change on Population Distribution and Migration. ,IBRD,1233450,The Trustees of Columbia University,USA,US,362924.00,WBG,"VP,SD Practice Group"
01/05/2017 12:00:00 AM,Q3 - FY17,TELECOMMUNICATIONS,Data Center Colocation Services,IBRD,16-0396,CoreSite Real Estate 12100 Sunrise,USA,US,,WBG,WBG Information and Technology Solutions
01/05/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Indonesia Tangerang Waste-to-Energy: International Development Consultant,IFC,1228381,Jones Day,Singapore,SG,315400.00,Trust Fund ,Blended Finance Unit
01/06/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Guinea Human Resources for Health Surveys,IBRD,1230852,Oxford Policy Management Ltd.,United Kingdom,GB,378995.00,Trust Fund ,"VP,HD Practice Group"
01/06/2017 12:00:00 AM,Q3 - FY17,TRAINING,Custom Executive Education Program ,MIGA,17-0014,The University of Virginia,USA,US,,WBG,MIGA
01/09/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"Kenya, Muranga Town/Mukuyu - Water Supply Public Private Partnership Project ",IBRD,1217515,Ernst & Young,Kenya,KE,400985.00,Trust Fund ,"VP,EFI Practice Group"
01/13/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Kenya and South Africa Climate Technology Business Model Diffusion ,IBRD,1226444,Enclude BV,Netherlands,NL,299970.00,Trust Fund ,"VP,EFI Practice Group"
01/13/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Global Financing Facility Strategic and Management Support ,IBRD,1229207,Brad Herbert Associates,USA,US,449895.00,Trust Fund ,"VP,HD Practice Group"
01/16/2017 12:00:00 AM,Q3 - FY17,CONSULTING,India Development of Creatives & Deployment Plan for Integrated Child Development Services & Systems Strengthening and Nutrition Improvement ,IBRD,1229473,Lintas India Pvt Ltd,India,IN,499399.21,Trust Fund ,"VP,HD Practice Group"
01/18/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Bangladesh Solar and Wind Resource Measurements ,IBRD,1229311,Suntrace GmbH,Germany,DE,473403.93,Trust Fund ,"VP,SD Practice Group"
01/22/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Mozambique Agricultural Aggregator Pilot,IBRD,1228181,OzMozis Limitada,Mozambique,MZ,1848245.90,Trust Fund ,"VP,HD Practice Group"
01/23/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Libya: Supporting Electricity Sector Reform for Performance Improvement of GECOL,IBRD,1227355,PricewaterhouseCoopers,United Kingdom,GB,639672.00,Trust Fund ,"VP,SD Practice Group"
01/23/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"Libya Supporting Electricity Sector Reform for Rapid Assessment of Sector Performance, Structure, Financials and Investment ",IBRD,1227304,PricewaterhouseCoopers,United Kingdom,GB,349718.00,Trust Fund ,"VP,SD Practice Group"
01/23/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"Ethiopia Scaling Solar - Technical, Environmental and Social Consultant",IFC,1230215,Suntrace GmbH,Germany,DE,354970.00,Trust Fund ,Blended Finance Unit
01/24/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Africa Reviving Green Inland Water Transport ,IBRD,1228875,HPC Hamburg Port Consulting Gmbh,Germany,DE,287036.00,Trust Fund ,"VP,SD Practice Group"
01/24/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Jordan Garment Satellite Factories SME Productivity Project ,IFC,1225676,International Labour Office,Switzerland,CH,300000.00,Trust Fund ,Blended Finance Unit
01/24/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Congo Engaging Men Through Accountable Practice (EMAP) Endline Survey,IBRD,1233745,International Rescue Committee,USA,US,1096226.00,Trust Fund ,Africa Regional Office
01/25/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Sahel Strengthening Social Protections Systems through Forecast-based Financing ,IBRD,1231058,Red Cross Red Crescent Climate Cent,Netherlands,NL,490816.00,Trust Fund ,"VP,SD Practice Group"
01/27/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Online Training on Impact Evaluation,IBRD,1213759,Georgetown University CNDLS,USA,US,392015.00,Trust Fund ,"VP,HD Practice Group"
01/30/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Libya Supporting Electricity Sector Reform  for Renewable Energy Development,IBRD,1227360,GOPA-International Energy,Germany,DE,284924.00,Trust Fund ,"VP,SD Practice Group"
01/30/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Ethiopia Implement Disaster Risk Management System,IBRD,1234358,Asian Disaster Preparedness Center,Thailand,TH,329802.00,Trust Fund ,"VP,SD Practice Group"
01/31/2017 12:00:00 AM,Q3 - FY17,SOFTWARE,Gateway Academy Learning Hub ,IBRD,17-0057,LINGOs Global Inc.,USA,US,3331475.00,Trust Fund ,"VP,EFI Practice Group"
01/31/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Cote d'Ivoire  Assessment of Existing Agrofood Logistics System Research in developing countries,IBRD,1234599,Amsterdam University of Applied Sci,Netherlands,NL,300000.00,Trust Fund ,"VP,SD Practice Group"
01/31/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"India Megacity Logistics: Metrics, Tools and Measures for Sustainability",IBRD,1233367,CSIR-Central Road Research Institut,India,IN,280000.00,Trust Fund ,"VP,SD Practice Group"
02/01/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Afghanistan Diagnosing and Developing Sustainable Solutions for Afghan Women's Economic Empowerment ,IBRD,1229109,Turquoise Mountain Trust,United Kingdom,GB,550000.00,Trust Fund ,"VP,HD Practice Group"
02/01/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"Guinea, Ghana, Côte d'Ivoire, and Kenya  Enhancing Extractive Sector Benefit Sharing Program: Social & Economic Development ",IFC,1227794,PYXERA Global Inc,USA,US,495299.00,Trust Fund ,New Business & Portfolio Mgt
02/01/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Indonesia Technical Assistance and Capacity Development for the One Map Policy,IBRD,1230407,Land Equity International PTY LTD ,Australia,AU,889800.00,Trust Fund ,"VP,SD Practice Group"
02/01/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Indonesia Monitoring & Evaluation Support for the Partnership for Knowledge-based Poverty Reduction,IBRD,1229482,Clear Horizon Consulting Pty Ltd,Australia,AU,279855.00,Trust Fund ,"VP,EFI Practice Group"
02/02/2017 12:00:00 AM,Q3 - FY17,CONSULTING,"Botswana, Namibia, South Africa Lean and Green World Program",IBRD,1233366,Confluence BV,Netherlands,NL,300000.00,Trust Fund ,"VP,SD Practice Group"
02/05/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Bangladesh International Technical Consultant for Development of Integrated Utility Infrastructure on Public Private Partnership Model    ,IFC,1234101,Trilegal,India,IN,288620.00,Trust Fund ,Blended Finance Unit
02/06/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Production of Mobile-based ITS Guidebook for Developing Countries,IBRD,1228261,IDOM,Spain,ES,330411.34,Trust Fund ,"VP,SD Practice Group"
02/06/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Ghana Developing Efficient Logistics Network for Fresh Horticultural Produce ,IBRD,1234237,Food & Biobased Research Institute,Netherlands,NL,299973.00,Trust Fund ,"VP,SD Practice Group"
02/06/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Bangladesh International Technical Consultant for Development of Integrated Utility Infrastructure on Public Private Partnership Model,IFC,1226428,Mott MacDonald Limited,United Kingdom,GB,519468.00,Trust Fund ,Blended Finance Unit
02/07/2017 12:00:00 AM,Q3 - FY17,CONSULTING,The Andean & Southern Cone Enterprise Survey 2017,IBRD,1234449,Voices Research and Consultancy,Argentina,AR,281815.00,WBG,Development Economics and Chief Economist - IFC
02/08/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Morocco Training of Trainers Support to Parliament ,IBRD,1227117,International University of Rabat,Morocco,MA,262873.37,Trust Fund ,"VP,EFI Practice Group"
02/10/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Uganda Rural Electrification Program Electronic Database and Information Management system ,IBRD,1190176,"RMSI Private Limited, Noida, India",India,IN,598300.00,Trust Fund ,"VP,SD Practice Group"
02/13/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Kenya Investment Generation Program ,IFC,1207787,Buro Happold Ltd,United Kingdom,GB,275613.00,Trust Fund ,"VP,EFI Practice Group"
02/13/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Vietnam Solar Measurements Campaign,IBRD,1231900,Suntrace GmbH,Germany,DE,497211.64,Trust Fund ,"VP,SD Practice Group"
02/15/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Pacific Early Age Readiness and Learning (PEARL) surveys ,IBRD,1233578,Education TEchnology For Developmen,USA,US,390577.09,Trust Fund ,"VP,HD Practice Group"
02/15/2017 12:00:00 AM,Q3 - FY17,TELECOMMUNICATIONS,Solomon Island 8 MBPS ISP LINK,IBRD,17-0276,Solomon Telekom Company Ltd,Solomon Islands,SB,258552.00,WBG,WBG Information and Technology Solutions
02/17/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Senegal Strengthening Financial Performance in Selected Municipalities ,IBRD,1223740,Nodalis Conseil,France,FR,391496.05,Trust Fund ,"VP,SD Practice Group"
02/23/2017 12:00:00 AM,Q3 - FY17,CONSULTING,Somalia Strengthening Capacity to Address Disaster Risk Management,IBRD,1227680,HYDROC GmbH,Germany,DE,339427.86,Trust Fund ,"VP,SD Practice Group"
02/27/2017 12:00:00 AM,Q3 - FY17,PUBLISHING,HQ Typesetting Services ,IBRD,17-0021,The Word Express Inc.,USA,US,,WBG,Managing Director & Chief Administration Office
02/27/2017 12:00:00 AM,Q3 - FY17,PUBLISHING,HQ Typesetting Services ,IBRD,17-0021,Shepherd Incorporated,USA,US,,WBG,Managing Director & Chief Administration Office
02/27/2017 12:00:00 AM,Q3 - FY17,PUBLISHING,HQ Typesetting Services ,IBRD,17-0021,Datapage International Ltd,Ireland,IR,,WBG,Managing Director & Chief Administration Office
